custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id,predict_SVM,predict_randomForest,predict_logistic,Final
43,4,1,6,0,0,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,23386,0,0,0,0
42,1,1,0,0,0,0,1,4,0,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,999,0,23387,0,0,0,0
25.2,8,2,2,0,1,0,0,3,2,3,6,3,2,-1.7,94.215,-40.3,0.846,4991.6,0.2,9,23388,1,1,1,1
51,4,1,3,0,1,1,0,1,0,4,999,0,1,-2.9,92.201,-31.4,0.849,5076.2,999,0,23389,0,0,0,0
42.27344671,6,1,6,0,1,0,1,4,3,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,23390,0,0,0,0
51,1,1,2,0,1,0,0,0,0,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,999,3,23391,0,0,0,0
42.80198864,0,1,3,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,23392,0,0,0,0
36,1,1,2,0,1,0,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,23393,0,0,0,0
39.97395935,9,1,6,0,1,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,23394,0,0,0,0
26,8,2,3,0,1,0,0,6,1,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,999,0,23395,0,0,0,0
28.275,4,2,6,0,0,0,0,5,2,1,999,0,1,-1.8,92.843,-50,1.65,5099.1,999,0,23396,0,1,0,0
40.57041918,0,1,2,0,0,0,0,3,0,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,999,0,23397,0,0,0,0
58,5,0,5,0,1,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23398,0,0,0,0
56,1,1,2,0,1,1,0,1,1,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,23399,0,0,0,0
36,1,1,2,0,0,0,1,6,1,4,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23400,0,0,0,0
39.8331748,9,1,5,0,1,1,0,1,1,6,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23401,0,0,0,0
30,9,2,5,0,0,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,23402,0,0,0,0
33,0,1,6,0,1,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,23403,0,0,0,0
29,0,2,6,0,0,0,0,4,3,2,3,4,2,-1.7,94.055,-39.8,0.715,4991.6,0.1,0,23404,1,1,1,1
29,0,2,6,0,1,0,0,0,2,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,999,0,23405,0,1,0,0
41,0,1,6,0,1,0,0,7,3,1,3,1,2,-3.4,92.649,-30.1,0.715,5017.5,0.1,4,23406,1,1,1,1
41,9,1,5,0,0,0,0,1,1,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,23407,0,0,0,0
29,2,1,3,0,1,0,0,3,0,2,999,0,1,1.4,93.918,-42.7,4.959,5228.1,999,0,23408,0,0,0,0
37,9,1,5,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23409,0,0,0,0
39.41469096,1,1,3,0,1,1,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,23410,0,0,0,0
40,1,1,2,0,1,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23411,0,0,0,0
36,9,2,5,0,1,0,0,4,3,2,999,0,1,-2.9,92.963,-40.8,1.252,5076.2,999,0,23412,0,0,0,0
56,4,1,2,0,1,1,0,7,0,2,999,1,0,-0.1,93.2,-42,4.021,5195.8,999,1,23413,0,0,0,0
50,1,1,0,0,1,0,0,7,4,1,999,1,0,-0.1,93.2,-42,4.12,5195.8,999,1,23414,0,0,0,0
38,0,2,3,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,23415,0,0,0,0
49,0,1,6,0,1,0,1,7,0,9,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,23416,0,0,0,0
46,6,1,6,0,0,1,0,3,3,12,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,23417,0,0,0,0
25,1,2,3,0,0,0,0,6,0,3,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,999,0,23418,0,0,0,0
32,0,2,6,0,1,0,0,6,3,2,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,999,6,23419,0,0,0,0
34,3,2,3,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,999,0,23420,0,0,0,0
33,9,1,5,0,1,0,0,1,3,7,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,23421,0,0,0,0
42.2,3,2,6,0,0,1,0,2,1,3,999,0,1,-3,92.713,-33,0.717,5023.5,999,0,23422,1,0,0,0
32,4,0,6,0,1,1,0,6,3,2,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,999,0,23423,0,0,0,0
33,0,2,3,0,0,0,1,6,4,4,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,23424,0,0,0,0
37,1,2,3,0,1,0,0,7,3,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,23425,0,0,0,0
59,7,0,1,0,1,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,999,0,23426,0,0,0,0
33,6,2,5,0,1,1,1,8,0,1,999,1,0,-3.4,92.431,-26.9,0.739,5017.5,999,1,23427,0,0,0,0
48,0,1,2,0,0,1,0,7,3,3,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,23428,0,0,0,0
44.32706642,4,1,1,0,1,0,0,3,3,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,23429,0,0,0,0
30,0,1,6,0,1,1,1,4,0,7,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,23430,0,0,0,0
39,9,2,5,0,0,0,0,1,2,4,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,23431,0,0,0,0
42,1,1,2,0,0,1,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,999,0,23432,0,0,0,0
50,1,1,0,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23433,0,0,0,0
43.98650233,10,0,3,0,1,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,23434,0,0,0,0
44.66832881,7,1,3,0,1,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,23435,0,0,0,0
57.79141927,5,1,0,0,0,0,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,999,0,23436,0,0,0,0
39.5582343,7,1,3,0,0,0,1,6,3,3,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23437,0,0,0,0
36,0,2,6,0,1,0,1,7,2,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23438,0,0,0,0
33.81863082,0,1,6,0,1,0,0,6,3,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,999,1,23439,0,0,0,0
37.8210046,9,1,5,0,1,1,0,7,2,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23440,0,0,0,0
78,5,0,0,0,0,0,0,4,2,1,999,0,1,-1.7,94.055,-39.8,0.729,4991.6,999,0,23441,0,1,0,0
36,4,1,6,0,1,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23442,0,0,0,0
32,8,1,6,0,0,0,1,9,4,5,999,0,1,-3.4,92.379,-29.8,0.781,5017.5,999,0,23443,0,1,0,0
43,1,1,2,0,1,0,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,23444,0,0,0,0
57,3,1,0,0,1,0,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23445,0,0,0,0
41,0,2,3,0,0,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,23446,0,0,0,0
44.99756399,1,1,0,0,0,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.947,5228.1,999,0,23447,0,0,0,0
46,1,2,0,0,0,0,0,7,2,2,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23448,0,0,0,0
41,0,1,3,0,0,1,0,3,1,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,23449,0,0,0,0
50,0,1,6,0,0,0,0,1,1,6,999,0,1,1.4,93.444,-36.1,4.97,5228.1,999,0,23450,0,0,0,0
40,0,2,6,0,0,0,1,6,4,3,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23451,0,0,0,0
40,1,0,1,0,0,0,1,6,1,4,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23452,0,0,0,0
33.53333333,0,2,6,0,0,1,0,0,0,1,999,0,1,-1.8,93.749,-34.6,0.645,5008.7,999,0,23453,1,1,1,1
50,9,1,1,0,1,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,23454,0,0,0,0
31,1,2,2,0,1,0,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,23455,0,0,0,0
26,1,2,2,0,0,0,0,6,2,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,23456,0,0,0,0
50,0,0,6,0,0,0,0,1,3,9,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,23457,0,0,0,0
38,4,0,6,0,1,0,0,3,4,9,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,23458,0,0,0,0
36,9,1,3,0,1,0,1,4,4,7,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,23459,0,0,0,0
44,9,2,5,0,1,1,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,999,0,23460,0,0,0,0
36,4,1,6,0,0,0,0,7,4,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,999,0,23461,0,0,0,0
31,0,0,3,0,0,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,23462,0,0,0,0
37,4,1,3,0,1,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,23463,0,0,0,0
40.62945091,0,1,6,0,1,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,23464,0,0,0,0
44,0,0,6,0,1,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,23465,0,0,0,0
28.9829377,8,2,3,0,1,0,1,3,0,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23466,0,0,0,0
68,5,0,3,0,1,1,0,8,1,1,3,1,2,-1.1,94.601,-49.5,1,4963.6,0.1,0,23467,1,1,1,1
63,5,1,5,0,1,0,0,6,1,1,999,0,1,-1.8,93.876,-40,0.685,5008.7,999,0,23468,0,1,0,0
45.3794086,1,0,2,0,1,0,1,6,4,1,999,0,1,-1.8,93.876,-40,0.699,5008.7,999,0,23469,0,1,0,0
41,0,1,6,0,0,0,1,6,1,2,999,0,1,-1.8,93.876,-40,0.682,5008.7,999,0,23470,0,1,0,0
48,1,1,1,0,1,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,23471,0,0,0,0
41.60619048,0,0,6,0,1,0,1,6,3,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,999,0,23472,0,0,0,0
48,7,1,3,0,1,0,1,4,0,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,999,0,23473,0,0,0,0
43,0,2,3,0,1,0,0,1,0,3,999,0,1,-2.9,92.201,-31.4,0.881,5076.2,999,0,23474,0,0,0,0
39,4,1,3,0,0,0,0,1,2,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,23475,0,0,0,0
51,1,1,0,0,0,1,1,3,4,6,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,23476,0,0,0,0
48,0,1,6,0,1,1,0,1,0,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23477,0,0,0,0
41,1,2,2,0,0,0,0,6,4,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,999,0,23478,0,0,0,0
70,5,1,3,0,1,0,0,1,3,1,999,0,1,-2.9,92.201,-31.4,0.883,5076.2,999,0,23479,0,0,0,0
74,5,1,6,0,0,0,1,8,1,1,999,0,1,-1.1,94.601,-49.5,0.977,4963.6,999,0,23480,0,0,0,0
50,10,1,3,0,0,0,0,7,2,3,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23481,0,0,0,0
36,1,1,1,0,0,0,1,6,0,5,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23482,0,0,0,0
32,0,1,6,0,1,0,0,0,2,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,999,0,23483,0,0,0,0
44,1,1,0,0,0,1,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23484,0,0,0,0
40,9,1,5,0,0,0,0,0,0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,23485,0,0,0,0
30.740905,0,2,6,0,1,0,0,6,2,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,999,4,23486,0,0,0,0
44,9,1,5,0,1,0,0,0,1,1,999,1,0,-1.8,93.075,-47.1,1.466,5099.1,999,3,23487,0,0,0,0
41,1,2,1,0,0,0,0,6,0,2,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,999,1,23488,0,0,0,0
35.35538575,0,2,6,0,1,0,0,6,1,4,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,999,0,23489,0,0,0,0
36,7,1,3,0,0,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,23490,0,0,0,0
32,9,1,5,0,1,0,1,4,3,10,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,23491,0,0,0,0
34,1,2,2,0,0,0,0,0,0,1,1,1,2,-1.8,93.075,-47.1,1.479,5099.1,0.033333333,4,23492,0,1,1,1
32,0,1,3,0,1,1,0,6,4,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,999,0,23493,0,0,0,0
39.53861855,0,1,6,0,0,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,23494,0,0,0,0
28,1,2,2,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23495,0,0,0,0
50,1,1,0,0,1,1,1,6,1,8,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,999,0,23496,0,0,0,0
33,1,2,0,0,0,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,23497,0,0,0,0
51,10,1,3,0,0,0,1,4,2,3,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,23498,0,0,0,0
39.205,0,0,6,0,0,1,0,7,3,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,23499,0,0,0,0
59,5,1,0,0,1,0,0,1,1,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,23500,0,0,0,0
45,7,1,3,0,1,0,1,4,0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,23501,0,0,0,0
32,7,1,3,0,0,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,999,0,23502,0,0,0,0
45,1,1,0,0,0,0,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,23503,0,0,0,0
31,1,2,2,0,0,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,999,0,23504,0,0,0,0
51,7,0,3,0,0,0,0,6,2,1,999,2,0,-1.8,92.893,-46.2,1.327,5099.1,999,8,23505,0,0,0,0
24,10,2,3,0,1,0,0,6,1,1,13,2,0,-1.8,93.876,-40,0.697,5008.7,0.433333333,4,23506,1,1,1,1
30.70534195,0,2,3,0,0,1,0,3,4,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,23507,0,0,0,0
42.09886905,9,1,6,0,1,0,0,1,1,2,999,0,1,-2.9,92.201,-31.4,0.861,5076.2,999,0,23508,0,0,0,0
60,0,1,6,0,0,0,0,7,3,1,7,2,2,-1.1,94.767,-50.8,1.046,4963.6,0.233333333,2,23509,1,1,1,1
32,1,1,2,0,1,0,1,4,2,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,23510,0,0,0,0
34,7,2,3,0,1,0,0,6,2,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,999,0,23511,0,0,0,0
39,1,1,0,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23512,0,0,0,0
39.76331094,9,1,5,0,1,0,0,1,2,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,999,0,23513,0,0,0,0
38,0,0,3,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23514,0,0,0,0
25,0,2,6,0,0,1,0,7,1,1,7,2,2,-3.4,92.649,-30.1,0.714,5017.5,0.233333333,4,23515,1,1,1,1
31,1,1,2,0,0,0,0,7,2,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23516,0,0,0,0
31,7,2,3,0,0,1,0,3,2,17,999,0,1,1.4,93.918,-42.7,4.968,5228.1,999,0,23517,0,0,0,0
42.32207597,3,1,0,0,1,0,1,6,4,10,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23518,0,0,0,0
42,0,2,5,0,1,0,0,0,3,1,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,999,0,23519,0,0,0,0
32,0,1,6,0,0,0,0,7,2,6,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23520,0,0,0,0
43,0,2,6,0,0,0,0,1,1,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,23521,0,0,0,0
41,7,1,3,0,1,0,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.864,5191,999,0,23522,0,0,0,0
76,5,2,0,0,0,0,0,7,1,4,6,1,2,-3.4,92.649,-30.1,0.715,5017.5,0.2,2,23523,1,1,1,1
39.28480784,7,1,3,0,1,0,1,6,1,4,999,0,1,1.1,93.994,-36.4,4.858,5191,999,0,23524,0,0,0,0
57,4,1,6,0,1,0,0,1,2,17,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,23525,0,0,0,0
41,4,2,3,0,1,0,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.864,5191,999,0,23526,0,0,0,0
41.55210763,1,1,2,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,23527,0,0,0,0
37.96666667,3,0,6,0,0,0,1,6,2,5,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,23528,0,0,0,0
27,0,2,3,0,1,0,0,3,2,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,23529,0,0,0,0
34.05782129,4,2,6,0,1,0,0,7,3,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,999,0,23530,0,0,0,0
39.84822434,1,1,1,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23531,0,0,0,0
42,1,1,1,0,0,0,1,4,4,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,999,0,23532,0,0,0,0
35.45816985,0,2,6,0,1,0,0,6,1,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,999,0,23533,0,0,0,0
37,1,1,0,0,0,1,1,4,2,3,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,23534,0,0,0,0
28,4,2,6,0,1,0,1,6,2,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,999,0,23535,0,0,0,0
36,1,1,3,0,1,1,0,3,4,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,23536,0,0,0,0
53,9,1,5,0,1,1,0,1,1,11,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,23537,0,0,0,0
38,1,2,0,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23538,0,0,0,0
39.49309625,0,1,6,0,1,1,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23539,0,0,0,0
34,1,1,1,0,1,1,0,3,1,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23540,0,0,0,0
52,0,0,6,0,0,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23541,0,0,0,0
40.90150077,9,1,5,0,0,0,0,1,4,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23542,0,0,0,0
26,0,2,6,0,0,0,0,5,0,1,7,4,0,-1.8,93.369,-34.8,0.636,5008.7,0.233333333,16,23543,0,0,0,0
49,4,1,6,0,0,0,0,0,1,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,23544,0,0,0,0
51.71463246,1,1,2,0,0,0,0,1,2,14,999,0,1,1.4,93.444,-36.1,4.962,5228.1,999,0,23545,0,0,0,0
49,0,0,3,0,1,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23546,0,0,0,0
49,0,1,2,0,0,1,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23547,0,0,0,0
30,9,2,6,0,1,0,0,0,0,1,999,1,0,-1.8,93.075,-47.1,1.4,5099.1,999,4,23548,0,0,0,0
36.18205128,7,1,3,0,0,0,0,7,4,2,999,2,0,-3.4,92.649,-30.1,0.715,5017.5,999,6,23549,0,0,0,0
32,7,0,3,0,1,0,0,3,3,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23550,0,0,0,0
35,1,0,2,0,0,0,1,4,1,3,999,0,1,1.4,94.465,-41.8,4.96,5228.1,999,0,23551,0,0,0,0
48,9,1,5,0,0,0,1,4,1,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,999,0,23552,0,0,0,0
31,1,1,2,0,1,0,0,6,1,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,999,5,23553,0,0,0,0
39.02317499,1,1,2,0,0,0,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,23554,0,0,0,0
36,1,2,2,0,1,1,0,7,0,1,999,0,1,-0.1,93.2,-42,4.021,5195.8,999,0,23555,0,0,0,0
42.6397287,9,1,3,0,1,0,1,6,0,3,999,0,1,1.1,93.994,-36.4,4.859,5191,999,0,23556,0,0,0,0
51,1,1,0,0,1,0,1,6,0,9,999,0,1,1.1,93.994,-36.4,4.864,5191,999,0,23557,0,0,0,0
40.18282175,1,1,1,0,0,0,1,6,2,2,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,23558,0,0,0,0
49,9,0,3,0,1,0,0,1,2,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23559,0,0,0,0
44.25,4,0,2,0,0,0,1,6,0,2,999,0,1,1.1,93.994,-36.4,4.864,5191,999,0,23560,0,0,0,0
42.44202731,9,1,5,0,1,1,1,4,2,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,23561,0,0,0,0
47.3710478,6,1,2,0,1,0,0,1,2,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,23562,0,0,0,0
29,9,2,6,0,1,0,1,1,2,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23563,0,0,0,0
59,6,1,5,0,1,0,0,0,1,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,999,0,23564,0,0,0,0
39.075,2,1,6,0,0,1,0,1,0,2,4,2,2,-2.9,92.201,-31.4,0.881,5076.2,0.133333333,4,23565,1,1,1,1
36,1,2,2,0,0,1,0,6,4,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,999,2,23566,0,0,0,0
32,9,1,6,0,1,0,1,3,2,4,999,0,1,1.4,93.918,-42.7,4.968,5228.1,999,0,23567,0,0,0,0
31,0,2,6,0,0,0,0,6,0,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,999,4,23568,0,0,0,0
53,7,1,1,0,1,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23569,0,0,0,0
50.33554684,7,1,0,0,1,1,1,6,0,1,999,0,1,1.1,93.994,-36.4,4.855,5191,999,0,23570,0,0,0,0
42.6921523,9,1,2,0,1,0,1,6,4,2,999,0,1,1.1,93.994,-36.4,4.857,5191,999,0,23571,0,0,0,0
45,3,1,5,0,0,0,1,6,3,2,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23572,0,0,0,0
38.36440734,0,1,3,0,1,0,0,3,1,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,23573,0,0,0,0
30,0,2,6,0,1,1,0,1,4,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,999,0,23574,0,0,0,0
29,7,1,3,0,1,1,0,7,2,4,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23575,0,0,0,0
39.95517574,9,1,5,0,0,0,1,4,1,6,999,0,1,1.4,94.465,-41.8,4.947,5228.1,999,0,23576,0,0,0,0
32,3,1,0,0,0,0,1,6,2,1,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,23577,0,0,0,0
24,7,2,3,0,1,0,1,6,2,7,999,0,1,1.1,93.994,-36.4,4.86,5191,999,0,23578,0,0,0,0
43,7,1,1,0,1,1,0,3,1,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,999,0,23579,0,0,0,0
37,7,1,3,0,0,1,0,3,3,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,23580,0,0,0,0
33,7,2,3,0,1,0,0,3,3,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,999,0,23581,0,0,0,0
34,9,1,5,0,0,0,0,3,1,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,999,0,23582,0,0,0,0
43,9,1,5,0,1,0,0,1,4,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,999,0,23583,0,0,0,0
44,1,1,1,0,1,1,1,6,4,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23584,0,0,0,0
39.99364594,1,1,2,0,0,0,0,6,3,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,999,0,23585,0,0,0,0
42.7837724,0,0,6,0,0,0,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,999,0,23586,0,0,0,0
29,1,1,2,0,1,0,0,7,1,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,999,0,23587,0,0,0,0
44,0,2,2,0,1,0,1,4,2,17,999,0,1,1.4,94.465,-41.8,4.958,5228.1,999,0,23588,0,0,0,0
38,3,1,3,0,0,0,1,3,2,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,999,0,23589,0,0,0,0
34.20134195,0,2,6,0,1,0,0,7,2,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,999,0,23590,0,0,0,0
54,10,2,1,0,1,1,1,4,1,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,999,0,23591,0,0,0,0
29,4,2,6,0,0,1,0,1,3,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,999,0,23592,0,0,0,0
41.70483037,1,1,1,0,0,0,1,6,3,1,999,0,1,1.1,93.994,-36.4,4.856,5191,999,0,23593,0,0,0,0
31,9,1,5,0,1,1,0,1,4,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,999,0,23594,0,0,0,0
49,2,0,2,0,0,0,0,6,0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,999,0,23595,0,0,0,0
